age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,150,3,999,0,nonexistent,no
45,services,divorced,high.school,unknown,yes,no,telephone,may,thu,561,1,999,0,nonexistent,no
54,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,157,1,999,0,nonexistent,no
29,technician,married,high.school,no,no,no,cellular,jun,fri,397,1,999,0,nonexistent,yes
33,admin.,single,university.degree,no,yes,no,telephone,apr,wed,220,1,999,0,nonexistent,no
47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,480,1,999,0,nonexistent,no
37,blue-collar,married,professional.course,no,no,no,telephone,may,mon,336,1,999,0,nonexistent,no
31,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,414,1,999,0,nonexistent,yes
70,retired,married,high.school,no,yes,no,cellular,sep,fri,144,1,999,0,nonexistent,no
30,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,242,1,999,0,nonexistent,no
35,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,wed,44,1,999,0,nonexistent,no
54,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,314,3,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,211,1,999,1,failure,no
27,services,single,high.school,no,no,no,telephone,jul,thu,101,14,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1294,2,999,0,nonexistent,yes
36,admin.,married,high.school,unknown,yes,yes,cellular,aug,thu,163,5,999,0,nonexistent,no
24,technician,single,professional.course,no,no,no,cellular,jul,wed,98,2,999,0,nonexistent,no
37,technician,single,university.degree,no,no,no,telephone,jun,mon,182,2,999,0,nonexistent,no
65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,89,2,999,0,nonexistent,no
98,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,272,2,999,0,nonexistent,yes
39,management,single,university.degree,no,yes,no,cellular,may,tue,103,1,999,1,failure,no
29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,166,7,999,0,nonexistent,no
36,entrepreneur,married,high.school,no,no,yes,telephone,jun,thu,91,1,999,0,nonexistent,no
46,management,married,high.school,unknown,yes,no,cellular,apr,fri,57,4,999,0,nonexistent,no
41,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,220,1,999,0,nonexistent,no
43,admin.,married,unknown,no,yes,no,telephone,jun,thu,189,2,999,0,nonexistent,no
52,management,divorced,university.degree,no,no,no,telephone,jun,thu,20,1,999,0,nonexistent,no
30,services,divorced,high.school,no,yes,yes,cellular,jul,fri,39,2,999,0,nonexistent,no
46,services,married,high.school,no,no,yes,cellular,jul,mon,306,1,999,0,nonexistent,no
52,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,7,7,999,1,failure,no
41,technician,single,professional.course,no,no,no,cellular,may,mon,686,1,999,0,nonexistent,no
42,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,135,1,999,0,nonexistent,no
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,335,2,999,0,nonexistent,no
34,services,married,high.school,no,no,no,telephone,may,thu,791,2,999,0,nonexistent,yes
35,blue-collar,married,basic.9y,no,yes,no,telephone,jul,mon,19,3,999,0,nonexistent,no
36,admin.,married,high.school,no,yes,no,telephone,jun,thu,285,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,744,6,999,0,nonexistent,no
26,blue-collar,single,high.school,no,no,no,cellular,jul,mon,124,3,999,0,nonexistent,no
37,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,253,2,999,1,failure,no
51,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,tue,103,1,999,0,nonexistent,no
45,services,divorced,high.school,no,no,no,telephone,may,fri,136,8,999,0,nonexistent,no
32,admin.,married,university.degree,no,no,yes,cellular,aug,tue,301,3,999,0,nonexistent,no
47,services,married,unknown,no,no,no,telephone,may,wed,216,2,999,0,nonexistent,no
28,self-employed,married,professional.course,no,yes,no,cellular,nov,tue,179,1,999,0,nonexistent,yes
60,management,married,university.degree,no,no,no,telephone,may,tue,451,2,999,0,nonexistent,no
53,housemaid,married,high.school,no,yes,no,cellular,jun,fri,195,6,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,625,1,999,0,nonexistent,yes
25,self-employed,single,university.degree,no,no,no,telephone,jun,mon,426,3,999,0,nonexistent,no
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325,2,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,55,14,999,0,nonexistent,no
45,technician,divorced,high.school,no,yes,no,cellular,may,thu,174,1,999,1,failure,no
49,technician,married,professional.course,no,no,no,cellular,aug,mon,96,1,999,0,nonexistent,no
24,student,single,high.school,unknown,yes,no,cellular,aug,fri,319,1,999,1,failure,no
37,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,90,4,999,0,nonexistent,no
59,management,married,basic.6y,unknown,yes,no,telephone,jun,mon,181,16,999,0,nonexistent,no
53,admin.,married,basic.9y,no,no,no,telephone,jun,fri,122,3,999,0,nonexistent,no
45,unemployed,married,high.school,no,no,no,cellular,aug,thu,186,2,999,0,nonexistent,no
52,admin.,divorced,basic.9y,no,no,yes,cellular,may,mon,639,2,999,0,nonexistent,yes
42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,119,3,999,0,nonexistent,no
41,services,single,high.school,no,no,no,cellular,may,fri,103,1,999,1,failure,no
53,technician,married,high.school,no,yes,no,cellular,aug,tue,105,1,999,0,nonexistent,no
38,blue-collar,married,professional.course,no,no,no,cellular,may,fri,218,1,999,1,failure,no
42,self-employed,married,university.degree,no,no,no,telephone,may,thu,207,1,999,0,nonexistent,no
58,housemaid,married,basic.4y,no,yes,no,telephone,jun,thu,190,1,999,0,nonexistent,no
30,blue-collar,single,basic.6y,no,yes,no,cellular,may,thu,542,1,999,0,nonexistent,yes
58,retired,married,basic.9y,no,yes,no,telephone,jun,mon,198,1,999,0,nonexistent,no
44,management,married,high.school,no,yes,no,cellular,nov,mon,669,1,999,0,nonexistent,no
38,technician,single,professional.course,no,yes,no,telephone,may,mon,15,7,999,0,nonexistent,no
40,admin.,single,basic.9y,no,yes,no,cellular,may,thu,356,1,2,3,success,yes
31,blue-collar,divorced,unknown,no,yes,no,cellular,jul,fri,320,1,999,0,nonexistent,no
38,technician,single,high.school,no,no,no,telephone,may,wed,152,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,no,no,cellular,may,mon,21,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,438,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,387,1,999,0,nonexistent,no
42,technician,married,university.degree,no,no,no,cellular,aug,fri,321,1,999,0,nonexistent,no
50,admin.,married,university.degree,no,no,no,cellular,nov,fri,206,1,999,0,nonexistent,no
52,entrepreneur,married,university.degree,unknown,no,yes,telephone,jun,fri,60,3,999,0,nonexistent,no
46,admin.,divorced,university.degree,no,yes,yes,cellular,nov,wed,184,2,999,1,failure,no
33,technician,single,high.school,no,no,no,telephone,jun,mon,198,2,999,0,nonexistent,no
42,admin.,married,professional.course,unknown,yes,yes,cellular,aug,thu,157,1,999,0,nonexistent,no
43,self-employed,married,basic.9y,no,no,no,telephone,may,wed,173,2,999,0,nonexistent,no
30,services,married,high.school,no,yes,no,telephone,may,wed,249,2,999,0,nonexistent,no
29,blue-collar,single,basic.6y,no,yes,no,cellular,jul,thu,92,1,999,0,nonexistent,no
46,management,married,university.degree,no,no,no,cellular,jul,mon,338,3,999,0,nonexistent,no
36,admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu,39,1,999,0,nonexistent,no
24,technician,married,professional.course,no,no,no,telephone,jun,thu,93,2,999,0,nonexistent,no
32,admin.,single,high.school,unknown,no,no,telephone,jun,wed,213,5,999,0,nonexistent,no
32,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,230,2,999,0,nonexistent,no
44,self-employed,married,university.degree,no,no,no,telephone,nov,thu,39,1,999,0,nonexistent,no
57,services,married,basic.9y,unknown,yes,no,cellular,apr,fri,185,1,999,0,nonexistent,no
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,572,1,999,0,nonexistent,no
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,fri,182,2,3,1,success,yes
34,management,married,university.degree,no,yes,no,cellular,oct,fri,87,1,2,1,success,no
28,management,single,university.degree,no,yes,no,cellular,may,tue,193,2,999,0,nonexistent,no
33,services,married,high.school,no,yes,no,cellular,may,thu,397,1,999,2,failure,no
31,blue-collar,married,high.school,no,no,no,cellular,may,mon,128,1,999,0,nonexistent,no
30,technician,married,university.degree,no,no,yes,cellular,aug,mon,117,3,999,0,nonexistent,no
80,retired,married,basic.4y,no,no,no,cellular,oct,tue,242,1,999,2,failure,yes
43,management,married,professional.course,no,no,no,telephone,may,wed,764,3,999,0,nonexistent,no
34,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,239,3,999,0,nonexistent,no
30,blue-collar,single,university.degree,no,yes,no,cellular,nov,wed,225,1,999,0,nonexistent,no
47,services,married,high.school,unknown,yes,no,cellular,aug,fri,528,1,999,0,nonexistent,yes
46,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,581,3,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,96,2,999,1,failure,no
60,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,575,1,999,0,nonexistent,no
56,admin.,divorced,unknown,unknown,no,no,telephone,jun,thu,91,2,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,may,mon,170,1,999,0,nonexistent,no
31,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,242,2,999,0,nonexistent,no
44,management,married,high.school,no,yes,no,cellular,nov,mon,231,2,999,0,nonexistent,no
47,unemployed,married,professional.course,no,yes,no,cellular,nov,wed,211,1,999,0,nonexistent,no
30,technician,married,university.degree,unknown,no,yes,cellular,aug,wed,96,1,999,0,nonexistent,no
28,admin.,single,high.school,no,yes,no,cellular,may,thu,457,2,999,1,failure,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,518,1,999,0,nonexistent,yes
56,retired,married,professional.course,no,no,no,cellular,jul,wed,135,1,999,0,nonexistent,no
28,self-employed,single,university.degree,no,yes,no,cellular,may,wed,57,1,999,0,nonexistent,no
38,management,married,university.degree,no,no,no,cellular,nov,tue,61,1,999,0,nonexistent,no
31,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,fri,100,4,999,0,nonexistent,no
52,admin.,divorced,high.school,no,no,no,telephone,jun,mon,24,5,999,0,nonexistent,no
49,admin.,married,high.school,unknown,no,no,cellular,apr,mon,119,1,6,1,success,no
29,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,161,1,999,0,nonexistent,no
46,housemaid,married,basic.9y,no,no,no,telephone,may,tue,165,2,999,0,nonexistent,no
49,management,married,university.degree,no,no,no,cellular,nov,fri,65,1,999,0,nonexistent,no
30,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,124,1,999,0,nonexistent,no
33,technician,married,professional.course,no,yes,no,cellular,may,mon,6,2,999,0,nonexistent,no
29,technician,married,professional.course,no,no,yes,cellular,aug,fri,370,2,999,0,nonexistent,no
33,technician,single,high.school,no,no,no,cellular,apr,fri,124,2,999,0,nonexistent,no
41,management,single,high.school,no,no,no,telephone,may,tue,120,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,73,1,999,0,nonexistent,no
21,self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,169,1,999,0,nonexistent,no
52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,nov,mon,70,2,999,0,nonexistent,no
34,technician,married,professional.course,no,yes,no,telephone,sep,mon,157,5,999,0,nonexistent,no
51,admin.,married,university.degree,no,no,yes,cellular,nov,fri,220,1,999,0,nonexistent,no
37,services,married,high.school,no,yes,no,cellular,jul,tue,520,7,999,0,nonexistent,no
32,admin.,single,university.degree,unknown,yes,no,telephone,may,mon,258,1,999,0,nonexistent,no
47,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,mon,390,1,999,0,nonexistent,no
37,unemployed,unknown,university.degree,no,no,no,cellular,jun,tue,100,1,999,0,nonexistent,no
54,admin.,divorced,university.degree,no,yes,yes,telephone,may,mon,375,2,999,0,nonexistent,no
40,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,76,3,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,198,1,999,0,nonexistent,no
43,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,tue,608,1,999,1,failure,yes
38,technician,single,professional.course,no,no,no,cellular,jun,thu,138,1,999,0,nonexistent,no
46,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,111,2,999,0,nonexistent,no
39,admin.,married,university.degree,no,yes,no,cellular,aug,thu,217,3,999,0,nonexistent,no
28,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,137,3,999,1,failure,no
41,entrepreneur,married,basic.4y,no,yes,no,telephone,jul,fri,89,2,999,0,nonexistent,no
30,services,single,high.school,no,yes,no,telephone,may,tue,394,1,999,0,nonexistent,no
56,services,married,high.school,no,yes,yes,cellular,jul,fri,65,4,999,0,nonexistent,no
71,retired,single,university.degree,no,no,no,telephone,oct,tue,120,1,999,0,nonexistent,no
49,management,single,university.degree,no,yes,yes,cellular,may,tue,141,1,999,1,failure,no
40,admin.,single,university.degree,no,yes,no,cellular,jul,tue,220,4,999,0,nonexistent,no
32,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,207,7,999,0,nonexistent,no
32,services,single,professional.course,no,no,no,telephone,may,thu,589,1,999,0,nonexistent,no
37,admin.,married,high.school,no,yes,no,telephone,may,thu,133,1,999,0,nonexistent,no
32,management,single,university.degree,no,no,no,cellular,jun,tue,264,4,999,0,nonexistent,no
53,technician,married,professional.course,unknown,yes,no,telephone,may,tue,170,1,999,0,nonexistent,no
49,housemaid,married,professional.course,no,yes,no,telephone,jul,thu,645,2,999,0,nonexistent,no
38,admin.,single,university.degree,no,unknown,unknown,cellular,apr,mon,147,2,999,0,nonexistent,no
27,admin.,married,university.degree,no,no,yes,cellular,jul,tue,99,6,999,1,failure,yes
33,technician,single,professional.course,no,yes,no,cellular,may,fri,70,1,999,0,nonexistent,no
42,technician,married,university.degree,no,no,no,telephone,nov,thu,172,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,57,4,999,1,failure,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,243,5,999,0,nonexistent,no
33,unemployed,married,basic.9y,no,yes,no,telephone,nov,wed,41,1,999,0,nonexistent,no
30,blue-collar,single,basic.4y,unknown,no,yes,telephone,jun,mon,136,1,999,0,nonexistent,no
42,self-employed,married,professional.course,unknown,yes,no,cellular,may,fri,50,1,999,0,nonexistent,no
56,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,757,2,999,0,nonexistent,no
33,admin.,divorced,high.school,no,no,no,telephone,apr,fri,392,3,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,aug,fri,177,6,6,3,success,yes
22,technician,single,university.degree,no,no,no,cellular,may,fri,382,1,999,0,nonexistent,yes
34,admin.,married,high.school,no,no,no,cellular,jul,wed,391,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,yes,telephone,may,mon,895,12,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,52,3,999,0,nonexistent,no
46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,1,999,0,nonexistent,no
49,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,80,1,999,0,nonexistent,no
29,admin.,single,basic.9y,no,yes,no,cellular,may,thu,111,1,999,0,nonexistent,no
45,services,married,professional.course,no,yes,yes,cellular,aug,thu,65,4,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,388,12,999,0,nonexistent,no
79,retired,married,high.school,no,yes,yes,cellular,jun,tue,163,1,999,1,failure,no
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,66,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,149,1,999,0,nonexistent,no
37,admin.,married,high.school,no,no,no,cellular,nov,mon,235,4,999,0,nonexistent,no
46,admin.,single,high.school,unknown,no,no,cellular,jul,thu,75,1,999,0,nonexistent,no
73,retired,married,basic.4y,no,yes,no,cellular,mar,mon,209,2,999,1,failure,no
54,management,married,university.degree,no,yes,no,cellular,apr,thu,311,1,999,0,nonexistent,no
49,technician,married,basic.9y,no,yes,no,cellular,jul,thu,183,1,999,0,nonexistent,no
43,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,307,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,84,1,999,1,failure,yes
49,blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,235,1,999,0,nonexistent,no
56,admin.,married,unknown,unknown,no,no,cellular,jul,tue,599,1,999,0,nonexistent,no
48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,315,2,999,0,nonexistent,yes
44,technician,married,professional.course,no,yes,no,cellular,aug,wed,114,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,22,5,999,0,nonexistent,no
46,services,married,high.school,no,yes,yes,telephone,jul,wed,36,1,999,0,nonexistent,no
42,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,692,2,999,0,nonexistent,no
23,services,single,high.school,no,no,no,cellular,jul,thu,1097,3,999,0,nonexistent,yes
30,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,903,4,999,0,nonexistent,no
45,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,1597,2,999,0,nonexistent,yes
36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,294,2,999,0,nonexistent,no
52,admin.,married,basic.4y,no,yes,no,telephone,may,tue,358,1,999,0,nonexistent,no
33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,cellular,jul,thu,170,4,999,0,nonexistent,no
32,technician,married,university.degree,no,yes,no,cellular,may,wed,641,1,999,0,nonexistent,no
31,entrepreneur,single,university.degree,no,yes,no,cellular,may,wed,318,3,999,1,failure,no
45,management,married,university.degree,no,yes,yes,cellular,nov,fri,22,1,999,0,nonexistent,no
27,technician,married,professional.course,no,no,yes,cellular,may,fri,224,2,999,1,failure,no
48,services,married,high.school,unknown,no,no,telephone,jun,thu,136,2,999,0,nonexistent,no
31,blue-collar,single,high.school,unknown,yes,no,telephone,jun,tue,187,2,999,0,nonexistent,no
34,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,143,1,999,1,failure,no
44,self-employed,single,professional.course,no,no,no,cellular,may,mon,230,6,12,1,success,no
29,technician,married,university.degree,no,yes,yes,cellular,aug,wed,94,2,999,0,nonexistent,no
32,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,785,1,999,0,nonexistent,no
26,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,273,4,999,0,nonexistent,no
54,retired,married,professional.course,unknown,no,no,cellular,aug,tue,95,2,999,0,nonexistent,yes
32,services,married,high.school,unknown,no,no,telephone,jun,fri,174,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,513,3,999,0,nonexistent,no
42,technician,married,university.degree,no,yes,yes,cellular,aug,thu,111,1,999,0,nonexistent,no
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,77,5,999,0,nonexistent,no
46,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,thu,155,1,999,0,nonexistent,no
48,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,228,1,999,1,failure,no
35,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,134,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,324,1,6,2,success,no
46,services,married,unknown,no,no,no,cellular,aug,fri,229,1,999,0,nonexistent,no
60,admin.,married,basic.9y,no,no,no,cellular,aug,thu,162,1,999,0,nonexistent,no
29,admin.,divorced,university.degree,no,yes,yes,cellular,aug,thu,120,1,999,0,nonexistent,no
53,technician,single,professional.course,no,yes,no,cellular,nov,wed,1468,3,999,0,nonexistent,yes
55,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,326,1,999,0,nonexistent,no
32,services,married,basic.9y,no,yes,no,cellular,may,wed,53,1,999,0,nonexistent,no
71,retired,married,basic.4y,no,no,no,telephone,apr,mon,92,8,999,0,nonexistent,no
53,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,78,3,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,138,1,999,0,nonexistent,no
28,admin.,married,high.school,no,no,no,telephone,may,fri,144,2,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,170,1,999,0,nonexistent,no
45,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,thu,67,3,999,0,nonexistent,no
34,entrepreneur,single,university.degree,no,yes,no,cellular,nov,mon,113,2,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,365,1,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,telephone,may,thu,175,2,999,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,cellular,nov,thu,139,3,999,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,cellular,may,mon,169,1,999,0,nonexistent,no
45,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,59,1,999,0,nonexistent,no
34,technician,married,high.school,no,no,no,cellular,aug,mon,256,8,999,0,nonexistent,no
26,blue-collar,single,high.school,unknown,no,no,telephone,may,fri,96,2,999,0,nonexistent,no
41,technician,married,professional.course,no,no,no,telephone,may,mon,412,1,999,0,nonexistent,no
43,management,single,university.degree,no,no,no,cellular,oct,tue,408,1,999,1,failure,no
36,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,tue,99,1,999,0,nonexistent,no
28,services,married,high.school,no,no,no,cellular,jul,tue,289,1,999,0,nonexistent,no
59,retired,divorced,university.degree,unknown,yes,no,cellular,jul,tue,466,1,999,0,nonexistent,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,78,1,999,0,nonexistent,no
30,self-employed,single,university.degree,no,unknown,unknown,cellular,aug,mon,148,2,999,0,nonexistent,no
70,housemaid,married,basic.4y,no,no,no,cellular,mar,thu,91,1,999,1,failure,no
57,admin.,single,university.degree,no,no,no,cellular,aug,thu,105,1,999,0,nonexistent,no
26,services,divorced,basic.6y,no,no,no,telephone,may,thu,186,1,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,nonexistent,no
38,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,282,1,999,0,nonexistent,no
33,technician,single,university.degree,no,no,no,telephone,may,wed,127,1,999,0,nonexistent,no
42,entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,247,1,999,0,nonexistent,no
42,management,married,high.school,no,no,no,cellular,aug,wed,588,3,999,0,nonexistent,no
30,technician,single,university.degree,unknown,no,no,telephone,jun,tue,722,2,999,0,nonexistent,no
37,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,918,1,999,0,nonexistent,yes
24,services,single,high.school,no,yes,no,telephone,may,fri,654,1,999,0,nonexistent,yes
51,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,781,1,999,0,nonexistent,yes
32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,96,1,999,0,nonexistent,no
34,management,single,university.degree,no,no,no,telephone,may,tue,290,1,999,0,nonexistent,no
36,services,single,high.school,no,no,no,telephone,may,wed,173,3,999,0,nonexistent,no
71,retired,married,basic.4y,no,no,no,telephone,apr,tue,129,2,999,0,nonexistent,no
26,blue-collar,single,professional.course,no,no,no,cellular,jul,mon,74,6,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,112,1,999,0,nonexistent,no
20,student,single,unknown,no,no,no,cellular,apr,fri,342,2,999,0,nonexistent,no
48,services,married,basic.9y,no,yes,no,cellular,jul,wed,18,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,541,2,999,1,failure,no
57,admin.,married,professional.course,no,yes,no,cellular,jul,tue,60,4,999,0,nonexistent,no
45,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,487,1,999,0,nonexistent,no
56,admin.,married,professional.course,no,yes,no,cellular,aug,wed,106,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,cellular,mar,wed,411,2,999,0,nonexistent,yes
29,technician,married,university.degree,no,no,yes,cellular,aug,wed,80,1,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,nov,mon,984,1,999,0,nonexistent,yes
32,self-employed,single,university.degree,no,no,no,cellular,jul,wed,312,1,999,0,nonexistent,no
42,housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,198,1,999,0,nonexistent,no
46,admin.,divorced,university.degree,unknown,no,no,telephone,may,wed,93,1,999,0,nonexistent,no
48,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,mon,119,2,999,0,nonexistent,no
31,services,married,high.school,no,no,no,cellular,jul,mon,650,4,999,0,nonexistent,no
38,self-employed,divorced,high.school,no,no,no,cellular,aug,fri,391,3,999,1,failure,yes
40,management,divorced,university.degree,no,no,no,cellular,may,fri,342,2,999,0,nonexistent,no
55,services,married,high.school,unknown,no,no,cellular,aug,mon,33,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,355,1,999,0,nonexistent,no
28,technician,single,high.school,no,yes,no,cellular,may,wed,576,2,999,0,nonexistent,yes
46,admin.,married,unknown,unknown,yes,no,telephone,may,thu,352,2,999,0,nonexistent,no
40,services,married,high.school,no,yes,no,telephone,oct,tue,144,1,999,1,failure,yes
73,retired,married,university.degree,no,yes,no,cellular,mar,tue,179,1,999,1,failure,no
33,blue-collar,married,high.school,no,no,no,telephone,jun,mon,283,1,999,0,nonexistent,no
36,blue-collar,single,high.school,no,no,no,telephone,jun,tue,275,1,999,0,nonexistent,no
46,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,131,1,999,0,nonexistent,no
32,management,single,university.degree,no,yes,no,cellular,mar,tue,164,1,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,no,telephone,aug,fri,63,9,999,0,nonexistent,no
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,142,2,999,0,nonexistent,no
40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,435,3,999,0,nonexistent,no
35,technician,single,high.school,no,yes,no,telephone,jun,mon,92,2,999,0,nonexistent,no
33,admin.,single,high.school,unknown,unknown,unknown,cellular,aug,thu,381,3,999,0,nonexistent,no
39,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,fri,344,1,999,0,nonexistent,no
57,retired,married,basic.4y,no,no,no,cellular,aug,mon,177,1,999,0,nonexistent,no
43,technician,divorced,professional.course,unknown,unknown,unknown,telephone,may,wed,182,2,999,0,nonexistent,no
46,self-employed,married,high.school,unknown,yes,no,telephone,jul,fri,121,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,apr,thu,54,1,999,0,nonexistent,no
