school_id_masked,ben_date,censored,mixed_demand,cluster_id,tot_enrol,s_1_5_boys,s_1_5_girls,s_6_8_boys,s_6_8_girls,loc_type,school_grp,Month,Day,Week,Year,lag1_grp_mnth_dd,lag2_grp_mnth_dd,lag3_grp_mnth_dd,prop_grp_mnth_dd,prop_grp_boys15,prop_grp_girls15,prop_grp_boys68,prop_grp_girls68,prop_wk_boys15,prop_wk_girls15,prop_wk_boys68,prop_wk_girls68,true_demand
KYZ-CU3CU6,10/16/2015,1,23.8,1,236,121,0,115,0,Rural,KYZ,10,16,42,2015,1017.41,2071.3,2394.25,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,41.90
KYZ-CU3CU6,2/6/2016,0,21.26,1,236,121,0,115,0,Rural,KYZ,2,6,6,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,21.26
KYZ-CU3CU6,2/9/2016,0,8.7,1,236,121,0,115,0,Rural,KYZ,2,9,7,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,8.70
KYZ-CU3CU6,2/13/2016,0,3.73,1,236,121,0,115,0,Rural,KYZ,2,13,7,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,3.73
KYZ-CU3CU6,4/19/2016,0,12.6,1,236,121,0,115,0,Rural,KYZ,4,19,17,2016,1268.87,1784.25,1314.84,0.02,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,12.60
KYZ-CU2CU0,12/6/2014,0,0,1,105,51,54,0,0,Rural,KYZ,12,6,49,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU2CU0,2/9/2015,0,1.6,1,105,51,54,0,0,Rural,KYZ,2,9,7,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,1.60
KYZ-CU2CU0,2/10/2015,0,3,1,105,51,54,0,0,Rural,KYZ,2,10,7,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,3.00
KYZ-CU2CU0,2/11/2015,0,11.94,1,105,51,54,0,0,Rural,KYZ,2,11,7,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,11.94
KYZ-CU2CU0,2/12/2015,1,17.8,1,105,51,54,0,0,Rural,KYZ,2,12,7,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,34.65
KYZ-CU2CU0,2/13/2015,1,17.8,1,105,51,54,0,0,Rural,KYZ,2,13,7,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,34.65
KYZ-CU2CU0,3/20/2015,1,17.8,1,105,51,54,0,0,Rural,KYZ,3,20,12,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU2CU0,6/23/2015,0,13.15,1,105,51,54,0,0,Rural,KYZ,6,23,26,2015,0,0,2701.26,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,13.15
KYZ-CU2CU0,12/8/2015,0,14.05,1,105,51,54,0,0,Rural,KYZ,12,8,50,2015,247.75,1854.61,1017.41,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,14.05
KYZ-CU2CU0,10/24/2016,1,7.2,1,105,51,54,0,0,Rural,KYZ,10,24,44,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,22.21
KYZ-CU2CU0,11/19/2016,0,0,1,105,51,54,0,0,Rural,KYZ,11,19,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,0.00
KYZ-CU1CU4,3/30/2015,0,0,1,19,9,10,0,0,Rural,KYZ,3,30,14,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.01,0.01,0.02,0.01,0.00
KYZ-CU1CU4,6/7/2016,0,3.18,1,19,9,10,0,0,Rural,KYZ,6,7,24,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,3.18
KYZ-CU1CU3,12/6/2014,0,0,1,53,29,24,0,0,Rural,KYZ,12,6,49,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU3,12/28/2015,0,13.48,1,53,29,24,0,0,Rural,KYZ,12,28,53,2015,247.75,1854.61,1017.41,0.08,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,13.48
KYZ-CU1CU3,1/22/2016,0,13.04,1,53,29,24,0,0,Rural,KYZ,1,22,4,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,13.04
KYZ-CU1CU3,3/14/2016,0,12.4,1,53,29,24,0,0,Rural,KYZ,3,14,12,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,12.40
KYZ-CU1CU3,6/21/2016,0,14.4,1,53,29,24,0,0,Rural,KYZ,6,21,26,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,14.40
KYZ-CU1CU2CU8,1/19/2015,0,3.08,1,47,23,24,0,0,Rural,KYZ,1,19,4,2015,1312.08,0,0,0.11,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,3.08
KYZ-CU1CU2CU8,2/16/2015,0,1.4,1,47,23,24,0,0,Rural,KYZ,2,16,8,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,1.40
KYZ-CU1CU2CU8,3/20/2015,1,7.2,1,47,23,24,0,0,Rural,KYZ,3,20,12,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,22.21
KYZ-CU1CU2CU8,11/7/2015,0,3.62,1,47,23,24,0,0,Rural,KYZ,11,7,45,2015,1854.61,1017.41,2071.3,0.03,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,3.62
KYZ-CU1CU2CU8,12/7/2015,0,2.81,1,47,23,24,0,0,Rural,KYZ,12,7,50,2015,247.75,1854.61,1017.41,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,2.81
KYZ-CU1CU2CU8,3/17/2016,0,3.1,1,47,23,24,0,0,Rural,KYZ,3,17,12,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,3.10
KYZ-CU1CU2CU8,4/16/2016,0,1.6,1,47,23,24,0,0,Rural,KYZ,4,16,16,2016,1268.87,1784.25,1314.84,0.02,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,1.60
KYZ-CU1CU2CU8,6/6/2016,0,0,1,47,23,24,0,0,Rural,KYZ,6,6,24,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,0.00
KYZ-CU1CU2CU7,6/17/2015,0,13.82,1,50,27,23,0,0,Rural,KYZ,6,17,25,2015,0,0,2701.26,0.08,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,13.82
KYZ-CU1CU2CU7,6/23/2015,0,2.68,1,50,27,23,0,0,Rural,KYZ,6,23,26,2015,0,0,2701.26,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,2.68
KYZ-CU1CU2CU7,8/8/2015,0,12.7,1,50,27,23,0,0,Rural,KYZ,8,8,32,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,12.70
KYZ-CU1CU2CU7,8/14/2015,0,13.55,1,50,27,23,0,0,Rural,KYZ,8,14,33,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,13.55
KYZ-CU1CU2CU7,8/31/2015,0,7.59,1,50,27,23,0,0,Rural,KYZ,8,31,36,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,7.59
KYZ-CU1CU2CU7,6/9/2016,0,0,1,50,27,23,0,0,Rural,KYZ,6,9,24,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,0.00
KYZ-CU1CU2CU7,9/1/2016,0,0,1,50,27,23,0,0,Rural,KYZ,9,1,36,2016,961.7,1496.35,1066.1,0.07,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,0.00
KYZ-CU1CU2CU7,10/2/2016,0,0.1,1,50,27,23,0,0,Rural,KYZ,10,2,41,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,0.10
KYZ-CU1CU2CU7,10/24/2016,0,0,1,50,27,23,0,0,Rural,KYZ,10,24,44,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,0.00
KYZ-CU1CU2CU7,11/18/2016,0,0,1,50,27,23,0,0,Rural,KYZ,11,18,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,0.00
KYZ-CU1CU2CU7,11/19/2016,0,0,1,50,27,23,0,0,Rural,KYZ,11,19,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,0.00
KYZ-CU1CU2CU4,12/19/2014,1,17.8,1,66,0,0,39,27,Rural,KYZ,12,19,51,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU1CU2CU4,2/16/2015,0,0,1,66,0,0,39,27,Rural,KYZ,2,16,8,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU2CU4,3/9/2015,1,17.8,1,66,0,0,39,27,Rural,KYZ,3,9,11,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,34.65
KYZ-CU1CU2CU4,3/20/2015,1,17.8,1,66,0,0,39,27,Rural,KYZ,3,20,12,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU1CU2CU4,3/30/2015,0,6.45,1,66,0,0,39,27,Rural,KYZ,3,30,14,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.01,0.01,0.02,0.01,6.45
KYZ-CU1CU2CU4,10/16/2015,0,11.04,1,66,0,0,39,27,Rural,KYZ,10,16,42,2015,1017.41,2071.3,2394.25,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,11.04
KYZ-CU1CU2CU4,10/2/2016,0,3.6,1,66,0,0,39,27,Rural,KYZ,10,2,41,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,3.60
KYZ-CU1CU2CU4,10/7/2016,0,0,1,66,0,0,39,27,Rural,KYZ,10,7,41,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,0.00
KYZ-CU1CU2CU4,11/18/2016,0,0,1,66,0,0,39,27,Rural,KYZ,11,18,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,0.00
KYZ-CU1CU2CU3,1/13/2015,0,1.94,1,278,0,0,197,81,Rural,KYZ,1,13,3,2015,1312.08,0,0,0.11,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,1.94
KYZ-CU1CU2CU3,10/26/2015,0,2.55,1,278,0,0,197,81,Rural,KYZ,10,26,44,2015,1017.41,2071.3,2394.25,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,2.55
KYZ-CU1CU2CU3,10/14/2016,0,10.65,1,278,0,0,197,81,Rural,KYZ,10,14,42,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,10.65
KYZ-CU1CU2CU3,11/18/2016,0,6.6,1,278,0,0,197,81,Rural,KYZ,11,18,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,6.60
KYZ-CU1CU2CU3,11/19/2016,0,2.1,1,278,0,0,197,81,Rural,KYZ,11,19,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,2.10
KYZ-CU1CU2CU2,3/20/2015,1,17.8,1,204,0,0,135,69,Rural,KYZ,3,20,12,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU1CU2CU1,12/30/2014,1,17.8,1,160,75,85,0,0,Rural,KYZ,12,30,53,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,34.65
KYZ-CU1CU2CU1,2/10/2016,1,17.8,1,160,75,85,0,0,Rural,KYZ,2,10,7,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,34.65
KYZ-CU1CU2CU1,11/19/2016,0,0,1,160,75,85,0,0,Rural,KYZ,11,19,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,0.00
KYZ-CU1CU2CU0,12/4/2014,0,10.25,1,100,0,0,68,32,Rural,KYZ,12,4,49,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,10.25
KYZ-CU1CU2CU0,1/6/2015,1,17.8,1,100,0,0,68,32,Rural,KYZ,1,6,2,2015,1312.08,0,0,0.11,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,34.65
KYZ-CU1CU2CU0,2/13/2015,1,17.8,1,100,0,0,68,32,Rural,KYZ,2,13,7,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,34.65
KYZ-CU1CU2CU0,2/23/2015,0,0,1,100,0,0,68,32,Rural,KYZ,2,23,9,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU2CU0,2/28/2015,0,0,1,100,0,0,68,32,Rural,KYZ,2,28,9,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU2CU0,8/29/2016,0,0,1,100,0,0,68,32,Rural,KYZ,8,29,36,2016,1496.35,1066.1,0,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,0.00
KYZ-CU1CU1CU9,12/6/2014,0,32.77,1,316,0,0,178,138,Rural,KYZ,12,6,49,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,32.77
KYZ-CU1CU1CU9,7/29/2015,0,0,1,316,0,0,178,138,Rural,KYZ,7,29,31,2015,1203.91,0,0,0.13,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU1CU9,11/18/2016,0,0,1,316,0,0,178,138,Rural,KYZ,11,18,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,0.00
KYZ-CU1CU1CU8,1/9/2016,0,14.54,1,114,59,55,0,0,Rural,KYZ,1,9,2,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,14.54
KYZ-CU1CU1CU7,10/5/2015,0,9.35,1,345,0,0,199,146,Rural,KYZ,10,5,41,2015,1017.41,2071.3,2394.25,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,9.35
KYZ-CU1CU1CU7,10/13/2015,0,13.97,1,345,0,0,199,146,Rural,KYZ,10,13,42,2015,1017.41,2071.3,2394.25,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,13.97
KYZ-CU1CU1CU7,11/6/2015,0,35.9,1,345,0,0,199,146,Rural,KYZ,11,6,45,2015,1854.61,1017.41,2071.3,0.03,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,35.90
KYZ-CU1CU1CU7,12/7/2015,1,59.4,1,345,0,0,199,146,Rural,KYZ,12,7,50,2015,247.75,1854.61,1017.41,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,89.20
KYZ-CU1CU1CU7,1/8/2016,1,59.4,1,345,0,0,199,146,Rural,KYZ,1,8,2,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,89.20
KYZ-CU1CU1CU7,1/13/2016,0,46.11,1,345,0,0,199,146,Rural,KYZ,1,13,3,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,46.11
KYZ-CU1CU1CU7,1/22/2016,0,54.32,1,345,0,0,199,146,Rural,KYZ,1,22,4,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,54.32
KYZ-CU1CU1CU7,1/29/2016,0,54.16,1,345,0,0,199,146,Rural,KYZ,1,29,5,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,54.16
KYZ-CU1CU1CU7,1/30/2016,0,55.88,1,345,0,0,199,146,Rural,KYZ,1,30,5,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,55.88
KYZ-CU1CU1CU7,2/12/2016,0,30.66,1,345,0,0,199,146,Rural,KYZ,2,12,7,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,30.66
KYZ-CU1CU1CU7,3/5/2016,0,35.28,1,345,0,0,199,146,Rural,KYZ,3,5,10,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.03,0.04,0.03,0.04,35.28
KYZ-CU1CU1CU7,3/15/2016,1,41.6,1,345,0,0,199,146,Rural,KYZ,3,15,12,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,81.78
KYZ-CU1CU1CU7,3/31/2016,0,32.9,1,345,0,0,199,146,Rural,KYZ,3,31,14,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.01,0.01,0.02,0.01,32.90
KYZ-CU1CU1CU7,6/17/2016,0,44.4,1,345,0,0,199,146,Rural,KYZ,6,17,25,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,44.40
KYZ-CU1CU1CU7,6/20/2016,0,40.25,1,345,0,0,199,146,Rural,KYZ,6,20,26,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,40.25
KYZ-CU1CU1CU7,6/21/2016,0,41.5,1,345,0,0,199,146,Rural,KYZ,6,21,26,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,41.50
KYZ-CU1CU1CU7,6/25/2016,0,40.4,1,345,0,0,199,146,Rural,KYZ,6,25,26,2016,0,498.34,1268.87,0.08,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,40.40
KYZ-CU1CU1CU7,7/21/2016,0,33,1,345,0,0,199,146,Rural,KYZ,7,21,30,2016,1066.1,0,498.34,0.13,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,33.00
KYZ-CU1CU1CU7,7/30/2016,0,26.5,1,345,0,0,199,146,Rural,KYZ,7,30,31,2016,1066.1,0,498.34,0.13,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,26.50
KYZ-CU1CU1CU7,10/15/2016,0,20.35,1,345,0,0,199,146,Rural,KYZ,10,15,42,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,20.35
KYZ-CU1CU1CU7,11/18/2016,0,23.5,1,345,0,0,199,146,Rural,KYZ,11,18,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,23.50
KYZ-CU1CU1CU7,11/19/2016,0,19.4,1,345,0,0,199,146,Rural,KYZ,11,19,47,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.02,0.02,0.03,0.03,19.40
KYZ-CU1CU1CU6,12/19/2014,1,17.8,1,125,72,53,0,0,Rural,KYZ,12,19,51,2014,0,0,0,0.08,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU1CU1CU6,1/28/2015,0,11.78,1,125,72,53,0,0,Rural,KYZ,1,28,5,2015,1312.08,0,0,0.11,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,11.78
KYZ-CU1CU1CU6,2/19/2015,0,9.15,1,125,72,53,0,0,Rural,KYZ,2,19,8,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,9.15
KYZ-CU1CU1CU6,2/21/2015,1,17.8,1,125,72,53,0,0,Rural,KYZ,2,21,8,2015,1879.9,1312.08,0,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU1CU1CU6,3/9/2015,0,4.93,1,125,72,53,0,0,Rural,KYZ,3,9,11,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,4.93
KYZ-CU1CU1CU6,3/10/2015,0,9.48,1,125,72,53,0,0,Rural,KYZ,3,10,11,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,9.48
KYZ-CU1CU1CU6,3/17/2015,1,17.8,1,125,72,53,0,0,Rural,KYZ,3,17,12,2015,2540.99,1879.9,1312.08,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,34.65
KYZ-CU1CU1CU6,6/11/2015,0,7.65,1,125,72,53,0,0,Rural,KYZ,6,11,24,2015,0,0,2701.26,0.08,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,7.65
KYZ-CU1CU1CU6,8/25/2015,0,12.55,1,125,72,53,0,0,Rural,KYZ,8,25,35,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,12.55
KYZ-CU1CU1CU6,9/8/2015,0,12.64,1,125,72,53,0,0,Rural,KYZ,9,8,37,2015,2071.3,2394.25,1203.91,0.07,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,12.64
KYZ-CU1CU1CU6,9/18/2015,1,23.8,1,125,72,53,0,0,Rural,KYZ,9,18,38,2015,2071.3,2394.25,1203.91,0.07,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,41.90
KYZ-CU1CU1CU6,10/10/2015,0,11.39,1,125,72,53,0,0,Rural,KYZ,10,10,41,2015,1017.41,2071.3,2394.25,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,11.39
KYZ-CU1CU1CU6,1/29/2016,1,17.8,1,125,72,53,0,0,Rural,KYZ,1,29,5,2016,1094.82,247.75,1854.61,0.11,0.25,0.24,0.24,0.24,0.02,0.03,0.02,0.03,34.65
KYZ-CU1CU1CU6,2/6/2016,0,13.68,1,125,72,53,0,0,Rural,KYZ,2,6,6,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,13.68
KYZ-CU1CU1CU6,2/26/2016,0,14.65,1,125,72,53,0,0,Rural,KYZ,2,26,9,2016,1314.84,1094.82,247.75,0.15,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,14.65
KYZ-CU1CU1CU6,3/1/2016,0,9.46,1,125,72,53,0,0,Rural,KYZ,3,1,10,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.03,0.04,0.03,0.04,9.46
KYZ-CU1CU1CU6,3/8/2016,1,17.8,1,125,72,53,0,0,Rural,KYZ,3,8,11,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.04,0.04,0.04,0.04,34.65
KYZ-CU1CU1CU6,3/22/2016,0,1,1,125,72,53,0,0,Rural,KYZ,3,22,13,2016,1784.25,1314.84,1094.82,0.14,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,1.00
KYZ-CU1CU1CU6,7/29/2016,0,12.85,1,125,72,53,0,0,Rural,KYZ,7,29,31,2016,1066.1,0,498.34,0.13,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,12.85
KYZ-CU1CU1CU6,9/1/2016,0,9.4,1,125,72,53,0,0,Rural,KYZ,9,1,36,2016,961.7,1496.35,1066.1,0.07,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,9.40
KYZ-CU1CU1CU6,9/9/2016,0,8.8,1,125,72,53,0,0,Rural,KYZ,9,9,37,2016,961.7,1496.35,1066.1,0.07,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,8.80
KYZ-CU1CU1CU6,10/4/2016,0,9.8,1,125,72,53,0,0,Rural,KYZ,10,4,41,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,9.80
KYZ-CU1CU1CU6,10/6/2016,1,17.8,1,125,72,53,0,0,Rural,KYZ,10,6,41,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.03,0.02,0.03,0.03,34.65
KYZ-CU1CU1CU6,10/18/2016,0,10.1,1,125,72,53,0,0,Rural,KYZ,10,18,43,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,10.10
KYZ-CU1CU1CU6,10/21/2016,0,10.3,1,125,72,53,0,0,Rural,KYZ,10,21,43,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,10.30
KYZ-CU1CU1CU6,10/22/2016,0,10,1,125,72,53,0,0,Rural,KYZ,10,22,43,2016,892.05,961.7,1496.35,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,10.00
KYZ-CU1CU1CU6,11/25/2016,1,17.8,1,125,72,53,0,0,Rural,KYZ,11,25,48,2016,1168.75,892.05,961.7,0.03,0.25,0.24,0.24,0.24,0.01,0.01,0.01,0.01,34.65
KYZ-CU1CU1CU2,7/29/2015,0,0,1,79,36,43,0,0,Rural,KYZ,7,29,31,2015,1203.91,0,0,0.13,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU0CU8,8/7/2015,0,14.45,1,66,34,32,0,0,Rural,KYZ,8,7,32,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,14.45
KYZ-CU1CU0CU8,8/10/2015,0,13.22,1,66,34,32,0,0,Rural,KYZ,8,10,33,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,13.22
KYZ-CU1CU0CU8,8/11/2015,0,12.12,1,66,34,32,0,0,Rural,KYZ,8,11,33,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,12.12
KYZ-CU1CU0CU6,7/29/2015,0,0,1,35,12,23,0,0,Rural,KYZ,7,29,31,2015,1203.91,0,0,0.13,0.25,0.24,0.24,0.24,0.03,0.03,0.03,0.03,0.00
KYZ-CU1CU0CU6,8/3/2015,0,2.15,1,35,12,23,0,0,Rural,KYZ,8,3,32,2015,2394.25,1203.91,0,0.10,0.25,0.24,0.24,0.24,0.02,0.02,0.02,0.02,2.15
